,ph,Hardness,Conductivity,Turbidity,TC,portability
118,9.769251006,264.2656543,353.1964755,4.636556195,15213.0,0
119,9.63066548,152.8624335,417.1670729,4.920091158,12473.0,0
120,5.187471605,104.752425,368.8154286,3.203257896,30319.0,0
121,7.633570088,199.6529996,420.5341718,2.927066767,4314.0,0
122,5.77119905,155.0508931,313.7019343,4.688959065,4224.0,0
123,6.579969329,197.2269809,254.3932756,4.575931872,8559.0,0
124,4.801154368,180.7728708,587.3950117,4.418638132,16709.0,0
125,7.948815718,238.2364097,434.6554586,3.692250861,0.0,0
126,6.906992172,216.7852908,356.4591369,2.124759352,0.0,0
127,8.461330874,212.5813664,477.3433686,3.771944146,0.0,0
128,7.726134808,233.9478637,472.2589937,3.720636904,374.0,0
129,8.927078148,241.875105,380.1972,4.601860959,41.0,0
130,6.20801554,153.2211063,481.1956735,4.334615732,45.0,0
131,6.128425635,141.4924095,415.0087369,4.633823862,38.0,0
132,7.308048848,274.7049505,415.6072778,3.696119712,34.0,0
133,8.640886409,201.5687241,309.9832868,5.263101572,51.0,0
134,8.153210075,127.1448918,487.9083272,2.905788134,48.0,0
135,8.29372011,206.1604149,399.4836212,3.954715283,41.0,0
136,9.489972878,234.0699652,277.9700697,4.219967522,0.0,0
137,7.830976343,190.7990441,507.4454883,4.588784657,4073.0,0
138,4.430281212,139.6857588,434.7812671,4.384565156,52500.0,0
139,7.240739639,201.1868045,579.2203941,3.556297467,5433.0,0
140,6.867301322,174.1849764,484.1229389,3.82359504,29333.0,0
141,6.129637015,200.2781822,341.3885767,4.615886181,21667.0,0
142,7.917049443,278.056321,358.7817362,3.659484625,72000.0,0
143,6.511618075,181.8734217,475.3413507,4.850433708,39533.0,0
144,5.323815584,232.36858,580.8977004,2.880721846,7133.0,0
145,6.769572869,168.9370725,289.5424601,5.22054027,49500.0,0
146,5.87797404,141.6152867,538.4954044,4.032259504,57500.0,0
147,9.534021716,201.955208,259.6368031,2.768238928,38000.0,0
148,6.340027628,225.0281485,435.5004571,3.686001324,0.0,0
149,8.66159243,284.0983515,512.2773101,3.67043101,0.0,0
150,5.653506135,146.5902323,272.4405583,5.198985504,9.0,0
151,6.626012184,112.2994855,327.2480786,4.194313129,17.0,0
152,7.793833573,176.8664829,371.216973,4.172935335,22.0,0
153,7.59312765,261.5661726,387.6295723,3.377337638,22.0,0
154,7.362736502,185.692181,419.2584481,4.408513182,0.0,0
155,9.320305445,129.8238585,499.8441671,4.205809732,224.0,0
156,3.719791644,248.8592673,427.4959312,2.718397734,15.0,0
157,6.655605026,216.4411715,336.8314548,2.951644715,15.0,0
158,9.868877881,214.1662353,424.2928308,3.355489791,4.0,0
159,5.590614436,229.1921395,469.4130904,4.726845017,6.0,0
160,5.554436511,229.1228286,306.872526,2.095914087,74.0,0
161,4.126528715,125.4748835,445.2414569,4.460200984,67.0,0
162,5.970035657,230.4493293,327.786642,5.428674072,70.0,0
163,8.369154354,183.5003784,493.4654399,3.629749331,36.0,0
164,6.284248242,190.0176486,395.2610634,3.377132289,42.0,0
165,11.26782838,161.8963622,316.5358711,4.153347001,44.0,0
166,9.298018008,163.0388346,399.4773578,3.681324244,108.0,0
167,7.895469246,154.2657803,407.7322172,4.2369473,16.0,0
168,7.947485786,269.809407,425.627814,3.70085384,386.0,0
169,10.02615916,224.2663577,517.5128415,4.182277582,55.0,0
170,6.48819324,225.4819088,324.5098409,4.592073571,61.0,0
171,5.869736755,207.7254552,465.6164808,4.689315048,53.0,0
172,5.30414266,160.9683582,497.7903905,4.165723664,3108.0,0
173,7.533614823,186.9182451,363.5063443,3.462763987,34.0,0
174,4.077607725,207.8380479,288.3651931,2.758658531,780.0,0
175,7.086168401,189.1453777,400.9043497,3.416539753,36.0,0
176,6.271012171,213.444685,543.3917436,5.303581361,528.0,0
177,7.957768344,276.7335689,514.421722,3.450745892,79.0,0
178,8.875642278,228.9215872,474.772519,4.006991559,63.0,0
179,6.613709118,141.1289215,374.7703158,3.539771111,59.0,0
180,7.735705022,137.3181658,595.3292635,2.148611536,48.0,0
181,9.925041328,238.7133934,405.9001841,4.703803489,48.0,0
182,9.00258311,202.9907653,366.4917287,4.904837415,54.0,0
183,5.095766465,273.4084481,513.8775793,4.35219347,34251.0,0
184,8.594677108,263.7645927,588.8527329,4.754072499,22223.0,0
185,7.083779061,112.820254,434.7477154,3.887680685,83554.0,0
186,7.682872498,180.7013755,469.8356255,3.778606788,106333.0,0
187,6.419772474,208.7602476,523.6001756,3.095233157,59.0,0
188,4.443238899,178.9562058,429.544773,3.268324836,52.0,0
189,6.978664262,183.2427962,470.0787053,4.766943236,94083.0,0
190,6.623613566,203.0301413,410.2432475,2.915165951,54083.0,0
191,3.664710562,201.0973162,291.1484489,3.316157657,552.0,0
192,4.814135621,205.2140411,414.030709,5.190851805,120.0,0
193,5.779673705,199.5860803,428.5532485,4.656377233,42.0,0
194,6.937818783,177.5781419,439.624998,3.724089564,43.0,0
195,7.436782609,208.094004,522.79373,3.727663719,115.0,0
196,4.723312573,252.274895,411.2950246,3.917586695,68.0,0
197,9.380658051,265.0612161,503.1706154,4.034349047,29.0,0
198,7.810144933,187.3150477,351.1860809,4.033773709,86.0,0
199,9.436637164,143.7884118,469.7613277,4.41111744,340.0,0
200,9.406325753,216.7621587,347.9830783,3.097277957,500.0,0
201,6.321259315,207.2577096,491.7653132,4.501457204,572.0,0
202,4.705356496,103.173587,370.1781664,3.437450134,173.0,0
203,8.896418988,222.2562929,425.2268617,3.700945733,174.0,0
204,6.581878202,272.9827447,351.4768394,4.201662864,227.0,0
205,6.755145902,231.2601313,385.1146477,5.162729749,1183.0,0
206,9.445129838,145.8054024,592.659021,3.875165247,24.0,0
207,9.024845037,128.0966912,451.143481,3.985250506,23.0,0
208,6.80011909,242.0080815,376.4565931,3.8549399,5.0,0
209,7.174135163,203.4089346,315.5499,3.939895657,2.0,0
210,7.657991237,236.9608892,416.6241889,2.437296288,64.0,0
211,8.322986672,207.2524622,358.7258688,4.052135728,0.0,0
212,5.934279093,223.8581252,277.3845373,5.217895024,0.0,0
213,9.802720782,98.77164353,512.4287308,2.764633881,41.0,0
214,6.101955231,215.2680896,417.8435527,3.53559633,0.0,0
215,4.997770601,280.0824107,297.61154,3.404632906,0.0,0
216,4.815766791,217.6870932,481.4808283,4.375223811,13410.0,0
217,6.548020558,278.5851052,497.3217528,3.611860372,2915.0,0
218,13.17540172,47.432,500.2459518,4.10692449,6264.0,0
219,6.618010906,233.6616359,401.6697906,4.437695749,3080.0,0
220,7.788054733,212.6914573,359.5690815,3.368757217,6086.0,0
221,5.191834327,211.0941848,388.7165795,3.859800939,3061.0,0
222,5.626339528,230.8579828,346.5532064,1.943318777,7908.0,0
223,6.869638941,251.2934475,539.4668769,4.726702454,9320.0,0
224,9.058628424,155.3575571,463.389256,3.65213447,9554.0,0
225,7.291888325,127.5442971,439.6493286,5.328712788,2841.0,0
226,7.275908774,175.2203765,373.3456926,5.062297798,7190.0,0
227,6.512737124,229.263861,479.5012786,4.612963629,23867.0,0
228,7.207886781,175.8702941,468.5628288,3.762741072,2813.0,0
229,5.324941856,280.0896549,392.4214958,4.427137926,3559.0,0
230,7.082300649,169.4689273,353.0303803,3.485577388,3527.0,0
231,5.33418358,224.7879362,360.1791773,5.091357101,3757.0,0
232,10.7618978,81.71089527,392.7040818,4.661798516,1996.0,0
233,6.286806948,258.3000516,563.4347751,4.104863275,9286.0,0
234,9.794558699,129.8709584,427.1239484,2.945418738,6054.0,0
235,8.210443565,167.1021915,391.0688736,4.97605516,3644.0,0
236,6.941719438,173.3343894,374.4853324,4.563183171,21036.0,0
237,10.35611883,136.3237517,365.7202915,4.201849441,1525.0,0
238,7.958984292,171.4836247,327.623881,4.698007916,7130.0,0
239,3.882631081,243.8079497,341.2911163,3.734001387,12282.0,0
240,5.671773833,216.0428111,372.5352428,3.833159746,1132.0,0
241,10.00330054,143.0942854,574.5550413,4.746381859,3612.0,0
242,6.552847474,198.8069397,477.1639068,4.687986155,8167.0,0
243,7.628552723,156.7936942,495.9669861,4.182057148,163.0,0
244,4.79084054,268.7208812,608.8468563,3.258858945,94.0,0
245,7.710959939,181.9381256,516.2840829,4.28894682,103.0,0
246,8.291299006,211.2170343,475.9091299,3.424701921,79.0,0
247,6.193170101,225.6834218,389.4059776,3.466645288,753.0,0
248,9.032660579,121.4414415,390.6572261,4.927218272,157.0,0
249,6.139493741,236.6740259,416.2388206,3.260906853,89.0,0
250,7.12942473,178.3723523,323.2989152,3.418610803,98.0,0
251,5.418503763,187.7768087,454.5202956,4.506539591,93.0,0
252,8.075494508,195.8049958,321.7483389,3.682919645,745.0,0
253,10.04967372,132.8328367,442.7680497,5.133477823,89.0,0
254,5.667650647,229.9283665,554.1205362,3.633213756,63.0,0
255,8.923980608,135.9384675,415.6294838,4.15558319,51.0,0
256,6.428866313,225.6130938,466.0443992,4.184783372,63.0,0
257,6.960603502,201.7154525,468.5913885,4.978820188,64.0,0
258,5.873675846,203.3299282,420.2912301,5.412090885,88.0,0
259,6.79546901,187.7830201,498.665928,5.163088154,124.0,0
260,10.04102797,113.8311122,557.4860613,3.807562606,124.0,0
261,7.296037734,235.7351929,385.6143207,4.168526118,138.0,0
262,5.862641233,185.0652199,331.5701387,5.50742094,85.0,0
263,7.292141805,174.480427,435.1080173,4.466912564,98.0,0
264,8.062805643,200.493112,510.4144025,4.471842,83.0,0
265,7.82197094,157.1815455,294.6365314,3.532958335,96.0,0
266,11.301794,77.4595861,410.8561139,3.309580397,63.0,0
267,6.593764313,233.5141325,489.7034439,2.346578095,88.0,0
268,9.161088613,119.8419046,379.7251816,4.888061137,68.0,0
269,4.642953052,307.7060241,439.9444081,3.982867293,90.0,0
270,7.798453676,188.3949423,507.1786883,4.107267203,88.0,0
271,5.564342491,256.20883,369.5555133,2.285987849,788.0,0
272,7.886591227,213.0525907,326.1153502,4.589983508,538.0,0
273,7.443189014,193.1247989,430.4872957,2.664832796,593.0,0
274,3.657123133,275.7671418,426.2311291,3.31462973,545.0,0
275,9.597191857,167.088976,335.1976082,5.145152871,435.0,0
276,6.964225943,212.7644944,378.0855456,3.990437572,435.0,0
277,7.672909523,152.8783051,401.1408786,4.268227482,1567.0,0
278,6.737004072,220.1001024,384.308673,4.063170289,443.0,0
279,5.382489039,240.0182139,551.4762022,4.173330283,990.0,0
280,7.022952113,264.5256065,412.7094234,4.971907099,4208.0,0
281,10.02622381,94.09130748,388.467266,3.736228471,2831.0,0
282,5.583832998,261.2338253,278.6390387,3.870156921,150.0,0
283,7.952929116,221.3698538,309.2546197,5.260014766,1236.0,0
284,5.500186641,254.672705,469.795375,4.178478951,2975.0,0
285,7.543700466,161.6231416,440.2834456,3.630536578,618.0,0
286,6.848331559,159.1880501,558.8155667,4.396604556,483.0,0
287,5.910251729,282.739017,695.369528,3.660922908,785.0,0
288,8.716820334,153.9800345,447.0280768,3.205128767,1623.0,0
289,6.016889136,221.1473078,383.2077748,4.422269233,1319.0,0
290,9.567822726,173.1114983,492.4115244,4.197919055,738.0,0
291,4.296247024,278.1475241,330.067379,4.163328982,112867.0,0
292,3.551579177,323.124,514.7629185,3.96599397,997.0,0
293,8.529669348,157.7004811,498.6508327,3.776040837,67.0,0
294,8.065339036,174.1205843,497.0192345,3.756391707,317.0,0
295,9.158445163,186.672973,425.7520176,4.525236731,19917.0,0
296,8.848586283,188.9199829,479.7919747,4.014681858,496.0,0
297,9.495456382,185.8785944,409.4509977,4.168541279,282.0,0
298,8.052893916,198.9944743,328.4331103,3.634844542,300.0,0
299,2.798549099,311.3839565,521.1405236,3.663252222,543.0,0
300,6.425873866,188.9802815,502.9910878,3.731936503,615.0,0
301,7.757269666,213.0484451,543.5287986,4.165432286,377.0,0
302,7.748654706,239.7882778,441.5295473,2.511810493,319.0,0
303,5.117390303,225.6574044,356.8622871,3.937188442,66382.0,0
304,7.481535362,218.2611698,518.3755726,4.262065437,3471.0,0
305,5.374222585,201.3314401,350.1780398,3.642778438,942.0,0
306,7.063646976,140.6128657,402.593602,3.39586624,941.0,0
307,6.876451043,190.8445136,349.1860855,4.545340927,701.0,0
308,4.812433652,250.1839535,607.0265423,3.0209959,128.0,0
309,4.993530734,242.6205031,429.8278189,3.153809337,109.0,0
310,4.788861062,234.8937026,444.8543208,2.896852186,3558.0,0
311,4.037287739,291.4618974,401.204271,3.04504857,253.0,0
312,6.505872509,240.2879117,265.2511986,4.497528597,2392.0,0
313,6.779773967,153.8863093,459.8765496,2.729104523,278.0,0
314,6.952511674,211.6972974,395.4070038,4.105495485,277.0,0
315,5.628406919,226.8300426,351.1612132,5.050683115,940.0,0
316,5.966000489,194.796221,406.8063023,4.177139266,774.0,0
317,6.319431545,180.9656209,307.6913606,2.653126688,597.0,0
318,8.02724787,193.3524164,440.938978,3.480640837,311.0,0
319,8.882684452,135.5230624,532.3366593,3.827920867,388.0,0
320,5.991283475,224.6085628,604.6312629,4.840562301,420.0,0
321,10.27244427,163.6246234,446.4507253,3.179884727,1894.0,0
322,6.105140135,249.141391,314.9650897,3.103089844,1876.0,0
323,9.443358884,73.49223369,458.6772315,3.486646409,1357.0,0
324,6.887414371,223.603058,386.6228625,4.564188355,1284.0,0
325,6.512900833,169.2174798,296.074382,4.404040365,1937.0,0
326,5.772718095,213.3635446,465.5592858,6.494249467,1573.0,0
327,4.912557262,308.2538329,327.4756504,4.897372508,1221.0,0
328,9.739561949,166.948864,369.5912891,2.568079877,376.0,0
329,5.541979019,185.6718736,517.9357855,3.672975983,438.0,0
330,6.448931033,240.244771,473.7513016,3.622195522,205.0,0
331,5.477912295,211.3988439,358.04413,3.774256121,398.0,0
332,8.544708662,181.4134021,393.8896156,2.31815248,614.0,0
333,7.378597016,175.9824471,402.0199449,3.215219463,201.0,0
334,6.66400305,199.5887185,347.353336,2.227727884,347.0,0
335,6.775582812,218.4149289,358.7176769,4.333636278,1097.0,0
336,8.736371211,194.6776872,333.6237939,3.802116117,78.0,0
337,7.146976296,196.5626846,520.1113582,4.025762216,211.0,0
338,5.040331692,232.2344791,529.0525353,3.603325615,1260.0,0
339,7.745499128,168.3556238,421.4853341,4.043334781,834.0,0
340,6.259651603,208.3794303,380.2401927,4.213405262,212.0,0
341,8.59639118,189.5231608,348.0414889,3.519884366,79.0,0
342,5.767349597,272.4721781,424.461152,3.896090487,18918.0,0
343,7.088940642,206.3641219,369.9693333,5.661104287,32918.0,0
344,8.029181613,158.0403984,431.3047161,4.388551012,17512.0,0
345,4.725785565,249.6709994,411.1144853,3.15633142,30836.0,0
346,8.19576536,214.5176104,403.189913,3.218709224,3900.0,0
347,6.443753668,196.6159916,352.3536228,4.498684931,22523.0,0
348,7.039094321,179.6452245,593.3962245,4.366031351,10469.0,0
349,6.945224092,220.9600411,367.9979774,4.823082014,0.0,0
350,5.742110407,188.216604,498.1423861,3.323069564,0.0,0
351,5.59662785,177.2137917,552.3087055,5.235111121,0.0,0
352,7.350378987,193.6333668,557.4956847,3.663922184,0.0,0
353,6.262798867,206.8897483,567.0272739,4.012517558,0.0,0
354,9.927023723,208.4907383,482.8424352,4.051733473,474.0,0
355,5.381407519,175.5743066,308.7297975,4.364066935,59.0,0
356,4.961352728,166.2599616,449.1471915,3.902837834,74.0,0
357,6.457097525,192.2649447,517.4321968,2.637364885,124.0,0
358,6.53936951,214.6386028,532.5727848,4.527364378,53.0,0
359,6.252410005,225.7841009,484.5857912,2.722908161,82.0,0
360,7.967344823,180.5317069,386.0553312,4.069358772,52.0,0
361,7.60952119,223.2883936,370.27088,3.145842903,77.0,0
362,6.887863944,173.3250224,441.0026117,5.454487652,65.0,0
363,9.879071258,208.9056452,442.3374864,4.218831154,58.0,0
364,7.63876177,178.2716356,394.1809845,4.496626599,84.0,0
365,6.961891686,223.595839,530.2214099,3.44672846,113.0,0
366,8.060609624,208.0427107,423.4208384,3.60090567,160405392.0,0
367,7.240271791,213.4231392,325.3877076,3.832597167,0.0,0
368,7.486779709,199.6777845,444.6785788,5.048833995,4975.0,0
369,8.410460643,234.8765244,519.0316251,2.977359946,56000.0,0
370,6.143921454,175.274076,469.983324,3.476213304,6025.0,0
371,6.09617989,174.8716293,435.783775,5.142471132,54250.0,0
372,6.384824009,243.6880749,437.7279153,4.144998518,26750.0,0
373,9.462666017,225.399307,485.6972741,2.850183766,30500.0,0
374,7.868147086,199.035973,549.4149828,4.315898406,55250.0,0
375,5.873157137,153.6733815,352.456041,5.120887965,43700.0,0
376,6.529304448,210.0040335,422.8175562,3.361088407,50000.0,0
377,5.152203722,207.2992598,350.0049779,4.689842818,57500.0,0
378,7.858662779,210.954754,374.0728447,3.422470521,43750.0,0
379,7.704410252,234.6359511,397.3996598,3.031364369,0.0,0
380,6.728004386,201.1268956,325.5375394,4.410697353,0.0,0
381,10.46450248,190.9948483,498.9319114,4.956358408,0.0,0
382,9.11278625,205.9410721,422.039495,4.567087634,0.0,0
383,8.079808358,174.1610935,589.5522114,3.611057441,9.0,0
384,7.078659419,232.5818483,380.4599178,3.696640141,19.0,0
385,8.043889299,169.6882249,430.8368251,3.15994937,24.0,0
386,7.040244978,192.9559825,381.3573499,3.993409764,120.0,0
387,5.483974109,166.1618369,306.3559039,4.063613621,5.0,0
388,8.53440688,248.5774824,341.7601979,2.544733701,6.0,0
389,7.266594535,176.8536963,445.037456,3.357439471,6.0,0
390,6.256651148,181.0723073,481.3070516,4.181050753,12.0,0
391,7.240351006,201.9971958,534.8009878,3.7829719,6.0,0
392,8.692115322,144.2363578,517.4274709,2.283475159,32.0,0
393,8.639540978,168.6139666,419.788898,4.192932215,57.0,0
394,7.179864149,180.8542106,358.0562635,3.878447314,56.0,0
395,7.163999223,203.7815979,415.5775127,3.354322267,57.0,0
396,8.926113143,189.987947,361.9016284,2.752134121,413.0,0
397,6.353110302,206.2698099,389.6832344,2.856175487,30.0,0
398,6.681553568,238.5124406,326.0262267,2.956748075,48.0,0
399,5.445325981,201.3794591,365.0915872,3.946989523,36.0,0
400,7.539881893,185.8259753,444.1166326,4.53159367,49.0,0
401,4.37047658,188.6540373,456.3084539,4.649382034,32.0,0
402,10.31640038,217.2668424,492.2064736,3.407349428,63.0,0
403,6.599593819,198.3232608,447.9877914,4.702310753,11.0,0
404,4.197583589,189.4736767,370.7714128,5.206480177,1072.0,0
405,7.920794564,173.3571506,471.3686946,3.374326523,41.0,0
406,6.330732765,166.738009,436.9917521,3.940000423,47.0,0
407,7.76414261,186.1324319,399.1317179,4.105178268,42.0,0
408,8.237142634,190.0596949,377.6820972,4.939109441,2722.0,0
409,5.679234115,188.1886961,256.3025585,2.339572736,23.0,0
410,7.417570368,193.7718784,496.1051876,4.671557881,463.0,0
411,4.775983439,196.2739637,459.0835568,4.382161619,33.0,0
412,7.86509497,210.0392943,403.3605959,4.795025555,444.0,0
413,5.903465715,201.8640323,434.7197472,4.587086719,63.0,0
414,7.705711006,178.9228576,518.043369,3.861956077,53.0,0
415,7.815121778,190.3139043,379.222873,3.096163272,35.0,0
416,6.139743032,168.4442145,494.1291249,3.841221574,56.0,0
417,5.041405028,193.1678535,444.4534957,4.543685761,43.0,0
418,8.675192692,200.7359412,441.2980876,4.97857536,87.0,0
419,7.689358004,221.3568855,529.7465288,4.978556095,46.0,0
420,8.570129121,200.0718748,511.1615111,4.604404561,31444.0,0
421,5.671762326,184.7818419,409.4793779,3.268693507,20056.0,0
422,6.624806428,204.3429275,412.9967634,2.840910756,62333.0,0
423,6.541007699,195.5668895,530.7996675,2.355934229,96944.0,0
424,9.241197563,223.6913502,480.0130563,5.265728858,50.0,0
425,6.340809022,158.3427412,334.9373022,5.45860969,85667.0,0
426,5.980357227,181.2587047,543.3479764,4.247240149,43333.0,0
427,7.60597883,172.1981361,400.7061608,3.242849929,476.0,0
428,6.427512443,178.3265554,566.7547238,6.032994877,122.0,0
429,6.109073312,191.7555714,375.5473617,4.881101138,0.0,0
430,5.842933081,168.2952871,506.7568077,4.143224936,0.0,0
431,5.36754649,175.4328194,463.4784249,4.267189591,0.0,0
432,5.345887147,184.7845747,492.1354893,2.950360943,325.0,0
433,5.386307352,212.5929905,355.5464203,3.662563465,520.0,0
